Public Food Key,Food Profile ID,Derivation,Food Name,Food Description,Sampling Details,Nitrogen Factor,Fat Factor,Specific Gravity,Analysed Portion,Unanalysed Portion,Classification,Classification Name
F001514,1949,Recipe,"Bread, from white flour, extra grainy & seeds, toasted","Commercially prepared bread made from white wheaten flour with added kibbled grains (including rye, wheat, corn, buckwheat, triticale, purple wheat, millet, oats, and barley) and seeds (including linseed, sunflower and sesame seeds). Contains added folic acid, iodised salt and thiamin. Cooked by toasting after purchase.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12204,"Breads, and bread rolls, mixed grain, mandatorily fortified"
F001365,1966,Analysed,"Bread roll, mixed grain","Commercially prepared bread made from white and/or wholemeal flour with added kibbled grains. Dough shaped into a single serve before baking. Contains added folic acid, iodised salt and thiamin.","The majority of nutrient data were derived from a composite of 10 samples of mixed grain rolls purchased in Melbourne and Sydney in 2000. Folic acid and iodine were imputed from mixed grain bread. Beta-carotene was estimated based on the proportions of major ingredients (84% bread and 16% mixed grains). Alcohol, vitamin D and caffeine were imputed zero.",5.7,0.9,0,100%,0%,12204,"Breads, and bread rolls, mixed grain, mandatorily fortified"
F001368,1967,Recipe,"Bread roll, mixed grain, toasted","Commercially prepared bread made from white and/or wholemeal flour with added kibbled grains. Dough shaped into a single serve before baking. Contains added folic acid, iodised salt and thiamin. Cooked by toasting after purchase.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12204,"Breads, and bread rolls, mixed grain, mandatorily fortified"
F001671,1968,Analysed,"Bread, from white flour, Turkish","Commercial yeast leavened, thin, soft-crusted white bread typically prepared from white wheat flour, olive oil, water, yeast, sugar, salt and sesame seeds. Contains added folic acid, iodised  salt and thiamin.","The majority of nutrient data were derived from a composite sample containing 8 purchases of fresh Turkish bread (2x Bazaar Turkish pide, 1x Bob and Pete's Turkish pide, 1x Coles instore bakery, 1x Woolworths instore bakery, 1x Bakers Delight and 2 independent Turkish pide houses) purchased in the ACT in June 2013. Retinol, vitamin D, alcohol, caffeine and cholesterol were imputed zero.",5.7,0.89,0,100%,0%,12201,"Breads, and bread rolls, white, mandatorily fortified"
F001672,1969,Recipe,"Bread, from white flour, Turkish, toasted","Commercial yeast leavened, thin, soft-crusted white bread typically prepared from white flour, olive oil, water, yeast, sugar, salt and sesame seeds. Contains added folic acid, iodised salt and thiamin. Cooked by toasting after purchase.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12201,"Breads, and bread rolls, white, mandatorily fortified"
F001457,14623,Analysed,"Bread, from white flour, added dried fruit","Commercially prepared bread made from white wheat flour and containing 10- 25% added dried fruit. Contains added folic acid, iodised salt and thiamin.","The majority of nutrient data were derived from 10 samples of fruit bread, purchased nationally, in 1986. Folate was determined in a composite of 6 purchases of fruit bread (2x Tip Top, 1x Buttercup Mighty Soft, 2x Burgen Fruit n Muesli, 1x Bakers Delight) purchased in Sydney in 2005. Folic acid and iodine were estimated based on the proportion of white bread. Beta-carotene was estimated based on proportion of raisins. Vitamins (B6, B12, alpha-tocopherol), Se, tryptophan and trans fat were imputed from fruit bun. Cholesterol, vitamins (C, retinol, D), caffeine and alcohol were imputed zero.",6.25,0.89,0,100%,0%,12305,"Sweet breads, buns and scrolls, uniced, unfilled"
F001458,1971,Recipe,"Bread, from wheat flour, added dried fruit, toasted","Commercially prepared bread made from white wheat flour and containing 10- 25% added dried fruit. Contains added folic acid, iodised salt and thiamin. Cooked by toasting after purchase.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12305,"Sweet breads, buns and scrolls, uniced, unfilled"
F001600,14625,Analysed,"Bread, garlic, commercial, cooked","Commercially prepared white bread to which a garlic or herb butter mixture is added. Bread generally contains added folic acid, iodised salt and thiamin. Cooked by baking after purchase.","The majority of nutrient data were derived from a composite of 8 samples of commercial garlic bread (4x La Famiglia, 1x Woolworths brand, 1x Piatti Fresh, 1x Coles brand, 1x Creative Foods) purchased in the ACT and VIC in 2019. Vitamin D was estimated based on the proportion of butter. Alcohol and caffeine were imputed zero. ",5.7,0.94,0,100%,0%,12307,Fried bread products and garlic breads
F001601,3736,Recipe,"Bread, garlic or herb, homemade, cooked","Sliced white bread to which a mixture of fat (butter/dairy blend or margarine) and garlic and/or herbs are added, before the bread is heated to melt the fat mixture. Bread contains added folic acid and iodised salt. Cooked by baking, toasting or heating in a microwave.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12307,Fried bread products and garlic breads
F001603,1962,Analysed,"Bread, gluten free","Commercially prepared bread made from grains other than wheat such as buckwheat groats, cornmeal, rice and quinoa. May contain added folic acid and iodised salt. Ready to eat.","The majority of nutrient data including proximates, fatty acids, vitamins (except for folates and B1) and minerals (except for Na and I) were derived from a composite of 8 samples of gluten free bread purchased nationally in 2010. Vitamins (folate, folic acid, B1), Na, I and moisture were determined in 16 individual samples (6x Country Life, 1x Silly Yak, 4x local bakery, 1x Zehndar, 1x Golden Hearth, 1x Lifestyle, 1x Brumby's and 1x Homebrand) from the same program. Note: not all samples contain added folic acid, iodine and B1. Caffeine, vitamins (beta-carotene, retinol, D), alcohol and cholesterol were imputed zero.",6.25,0.89,0,100%,0%,12213,"Breads, and bread rolls, gluten free"
F001609,1963,Recipe,"Bread, gluten free, toasted","Commercially prepared bread made from grains other than wheat such as buckwheat groats, cornmeal, rice and quinoa. May contain added folic acid and iodised salt. Cooked by toasting after purchase.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12213,"Breads, and bread rolls, gluten free"
F001450,1934,Analysed,"Bread, from rye flour, sour dough","Commercially prepared sour dough made from white, wheaten bread-making flour and rye flour and other permitted ingredients. Contains added thiamin, folic acid and iodised salt.","The majority of nutrient data were derived from a composite of 8 samples of rye sour dough bread (2x Bakers Delight, 2x Coles in-store bakery, 4x independent bakeries) purchased in the ACT in June 2013. Retinol, vitamin D, alcohol, caffeine and cholesterol were imputed zero.",5.83,0.9,0,100%,0%,12210,"Breads, and bread rolls, rye, mandatorily fortified"
F001451,1935,Recipe,"Bread, from rye flour, sour dough, toasted","Commercially prepared sour dough bread made from white, wheaten bread-making flour and rye flour and other permitted ingredients. Contains added thiamin, folic acid and iodised salt. Cooked by toasting after purchase.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12210,"Breads, and bread rolls, rye, mandatorily fortified"
F001940,2985,Analysed,"Bun, sweet, with dried fruit, uniced","Commercially prepared sweet bun made from yeasted wheat flour, containing added dried fruit, with sugar glaze on the top. Contains added folic acid and iodised salt.","The majority of nutrient data were derived from a composite of 2 samples of glazed fruit buns (Montys bakery - Dutch fruit buns, Tip Top - Fruit Twinkies) purchased in SA in 1986. B12 and some fatty acids were derived from a composite sample of 8 purchases of buns (4x bakeries/cake shop and 4x supermarket) in 2000. P, moisture and vitamins (alpha-tocopherol, B2, B6) were derived from a composite sample of buns purchased in Adelaide in 1993. B1 was imputed to reflect fortification of bread-making flour. Ash was imputed from iced fruit bun. Folic acid and iodine were imputed from fruit bread. Alcohol, caffeine and vitamin D were imputed zero.",5.7,0.93,0,100%,0%,12305,"Sweet breads, buns and scrolls, uniced, unfilled"
F001939,2986,Recipe,"Bun, sweet, with dried fruit, iced","Commercially prepared sweet bun based on yeasted wheat flour dough and containing added dried fruit, topped with sugar based icing. Contains added folic acid and iodised salt",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,12306,"Sweet breads, buns and scrolls, iced and/or filled"
F003313,14962,Analysed,"Crumpet, from white flour, toasted","Commercially prepared, batter-based product containing white, wheat flour, approximately 10 cm diameter and 1cm thick. Batter is leavened with yeast or with chemical agents and contains added salt and preservatives. Cooked on one side only and has an open honeycomb structure on the top surface. Contains added folic acid. Toasted until lightly brown.","Fatty acids, sugars, minerals and vitamins were derived from a composite of 8 samples of crumpets (4x Golden Crumpets and 2x Harings Crumpets - Pop N Toast) purchased in Adelaide in 1988. Starch, moisture and some vitamins and minerals were also derived from a composite of 8 samples of crumpets (2x Golden, 2x Bi-Lo, 2x Hardings and 2x Buttercup) purchased in Adelaide in1993. Folic acid estimated using the approximate flour content of bread and the folic acid content of flour for bread making after taking into account baking losses (200 ug/100 g). Resistant starch and fibre were derived from a composite of 3 samples of crumpets (2x Golden Crumpets and 1x Might Soft) purchased in NSW in 2012. Folate, ash and iodine were imputed from toasted white bread. Trans fat was imputed from white bread. Folic acid was calculated based on the average proportion of flour in bread multiplied by folic acid added to bread making flour after taking into account baking losses (200 ug/ 100g flour). Caffeine, alcohol, vitamin D and B12 were imputed zero.",5.7,0.89,0,100%,0%,13606,Crumpets
F005896,1998,Analysed,"Muffin, English style, from white flour",A round yeasted dough made from white wheat flour (approximately 8.5 cm in diameter and 2 cm thick) that has been baked. Contains added folic acid and iodised salt.,"The majority of nutrient data including proximates, fatty acids, vitamins (except for folates and B1) and minerals (except for Na and I) were derived from a composite of 8 samples of white English muffins (3x Tip Top, 2x Coles, 1x Wonder White, 1x Mighty Soft and 1x Bakers Life) purchased nationally in 2010. Vitamins (folate, folic acid, B1), Na, I and moisture were determined the 8 individual samples from the same program. Resistant starch and fibre were derived from a composite sample of 3 brands of bread made from white flour (1x Helga's, 1x Mighty Soft and 1x Tip Top) purchased in NSW in 2012. Beta-carotene was imputed from white bread. Alcohol, retinol, vitamin D, caffeine and cholesterol were imputed zero.",5.7,0.89,0,100%,0%,12301,English-style muffins
